source_sheet,source_row,region_id,keyword_type,content_family,variables_present,variables_complete,content_completeness,suitable_page_types,unsuitable_page_types,content_status,reason
대구,14,kr-b300-ad6c-kr-b300-ad6c-c911-ad6c-kr-ad6d-c6b0-b3d9,과외,general_tutor,"{'현재상태': True, '핵심문제·실제행동': True, '문제원인': True, '개선방법·변화기준': True, '글전개유형': True}",True,COMPLETE,region_tutor,region_subject|region_stage|region_stage_subject|region_school_type|region_school_type_subject|region_exam|region_exam_subject,content_source_ready,F-J are general tutor learning-state variables; blank variables are a normal future-content-update state.
대구,15,kr-b300-ad6c-kr-b300-ad6c-c911-ad6c-kr-b300-d604-b3d9,과외,general_tutor,"{'현재상태': True, '핵심문제·실제행동': True, '문제원인': True, '개선방법·변화기준': True, '글전개유형': True}",True,COMPLETE,region_tutor,region_subject|region_stage|region_stage_subject|region_school_type|region_school_type_subject|region_exam|region_exam_subject,content_source_ready,F-J are general tutor learning-state variables; blank variables are a normal future-content-update state.
대구,16,kr-b300-ad6c-kr-b300-ad6c-c911-ad6c-kr-b300-ad6c-b3d9-cc9c-b3d9,과외,general_tutor,"{'현재상태': True, '핵심문제·실제행동': True, '문제원인': True, '개선방법·변화기준': True, '글전개유형': True}",True,COMPLETE,region_tutor,region_subject|region_stage|region_stage_subject|region_school_type|region_school_type_subject|region_exam|region_exam_subject,content_source_ready,F-J are general tutor learning-state variables; blank variables are a normal future-content-update state.
대구,17,kr-b300-ad6c-kr-b300-ad6c-c911-ad6c-kr-b9e4-cc9c-b3d9,과외,general_tutor,"{'현재상태': True, '핵심문제·실제행동': True, '문제원인': True, '개선방법·변화기준': True, '글전개유형': True}",True,COMPLETE,region_tutor,region_subject|region_stage|region_stage_subject|region_school_type|region_school_type_subject|region_exam|region_exam_subject,content_source_ready,F-J are general tutor learning-state variables; blank variables are a normal future-content-update state.
대구,18,kr-b300-ad6c-kr-b300-ad6c-c911-ad6c-kr-bcf5-d604-b3d9,과외,general_tutor,"{'현재상태': True, '핵심문제·실제행동': True, '문제원인': True, '개선방법·변화기준': True, '글전개유형': True}",True,COMPLETE,region_tutor,region_subject|region_stage|region_stage_subject|region_school_type|region_school_type_subject|region_exam|region_exam_subject,content_source_ready,F-J are general tutor learning-state variables; blank variables are a normal future-content-update state.
대구,19,kr-b300-ad6c-kr-b300-ad6c-c911-ad6c-kr-c0b0-aca9-b3d9,과외,general_tutor,"{'현재상태': True, '핵심문제·실제행동': True, '문제원인': True, '개선방법·변화기준': True, '글전개유형': True}",True,COMPLETE,region_tutor,region_subject|region_stage|region_stage_subject|region_school_type|region_school_type_subject|region_exam|region_exam_subject,content_source_ready,F-J are general tutor learning-state variables; blank variables are a normal future-content-update state.
대구,20,kr-b300-ad6c-kr-b300-ad6c-c911-ad6c-kr-c74d-b0b4-b3d9,과외,general_tutor,"{'현재상태': True, '핵심문제·실제행동': True, '문제원인': True, '개선방법·변화기준': True, '글전개유형': True}",True,COMPLETE,region_tutor,region_subject|region_stage|region_stage_subject|region_school_type|region_school_type_subject|region_exam|region_exam_subject,content_source_ready,F-J are general tutor learning-state variables; blank variables are a normal future-content-update state.
대구,21,kr-b300-ad6c-kr-b300-ad6c-c911-ad6c-kr-ce60-c131-b3d9,과외,general_tutor,"{'현재상태': True, '핵심문제·실제행동': True, '문제원인': True, '개선방법·변화기준': True, '글전개유형': True}",True,COMPLETE,region_tutor,region_subject|region_stage|region_stage_subject|region_school_type|region_school_type_subject|region_exam|region_exam_subject,content_source_ready,F-J are general tutor learning-state variables; blank variables are a normal future-content-update state.
대구,22,kr-b300-ad6c-kr-b300-ad6c-c911-ad6c-kr-ce68-c0b0-b3d9,과외,general_tutor,"{'현재상태': True, '핵심문제·실제행동': True, '문제원인': True, '개선방법·변화기준': True, '글전개유형': True}",True,COMPLETE,region_tutor,region_subject|region_stage|region_stage_subject|region_school_type|region_school_type_subject|region_exam|region_exam_subject,content_source_ready,F-J are general tutor learning-state variables; blank variables are a normal future-content-update state.
대구,23,kr-b300-ad6c-kr-b300-ad6c-c911-ad6c-kr-d0dc-c804-b3d9,과외,general_tutor,"{'현재상태': True, '핵심문제·실제행동': True, '문제원인': True, '개선방법·변화기준': True, '글전개유형': True}",True,COMPLETE,region_tutor,region_subject|region_stage|region_stage_subject|region_school_type|region_school_type_subject|region_exam|region_exam_subject,content_source_ready,F-J are general tutor learning-state variables; blank variables are a normal future-content-update state.
대구,24,kr-b300-ad6c-kr-b300-ad6c-c911-ad6c-kr-b300-ba85-b3d9,과외,general_tutor,"{'현재상태': True, '핵심문제·실제행동': True, '문제원인': True, '개선방법·변화기준': True, '글전개유형': True}",True,COMPLETE,region_tutor,region_subject|region_stage|region_stage_subject|region_school_type|region_school_type_subject|region_exam|region_exam_subject,content_source_ready,F-J are general tutor learning-state variables; blank variables are a normal future-content-update state.
대구,25,kr-b300-ad6c-kr-b300-ad6c-c911-ad6c-kr-bd09-b355-b3d9,과외,general_tutor,"{'현재상태': True, '핵심문제·실제행동': True, '문제원인': True, '개선방법·변화기준': True, '글전개유형': True}",True,COMPLETE,region_tutor,region_subject|region_stage|region_stage_subject|region_school_type|region_school_type_subject|region_exam|region_exam_subject,content_source_ready,F-J are general tutor learning-state variables; blank variables are a normal future-content-update state.
대구,26,kr-b300-ad6c-kr-b300-ad6c-c911-ad6c-kr-c774-cc9c-b3d9,과외,general_tutor,"{'현재상태': True, '핵심문제·실제행동': True, '문제원인': True, '개선방법·변화기준': True, '글전개유형': True}",True,COMPLETE,region_tutor,region_subject|region_stage|region_stage_subject|region_school_type|region_school_type_subject|region_exam|region_exam_subject,content_source_ready,F-J are general tutor learning-state variables; blank variables are a normal future-content-update state.
대구,27,kr-b300-ad6c-kr-b300-ad6c-c911-ad6c-kr-ac10-c0bc-b3d9,과외,general_tutor,"{'현재상태': True, '핵심문제·실제행동': True, '문제원인': True, '개선방법·변화기준': True, '글전개유형': True}",True,COMPLETE,region_tutor,region_subject|region_stage|region_stage_subject|region_school_type|region_school_type_subject|region_exam|region_exam_subject,content_source_ready,F-J are general tutor learning-state variables; blank variables are a normal future-content-update state.
대구,28,kr-b300-ad6c-kr-b300-ad6c-c911-ad6c-kr-b300-ace1-b3d9,과외,general_tutor,"{'현재상태': True, '핵심문제·실제행동': True, '문제원인': True, '개선방법·변화기준': True, '글전개유형': True}",True,COMPLETE,region_tutor,region_subject|region_stage|region_stage_subject|region_school_type|region_school_type_subject|region_exam|region_exam_subject,content_source_ready,F-J are general tutor learning-state variables; blank variables are a normal future-content-update state.
대구,29,kr-b300-ad6c-kr-b300-ad6c-c911-ad6c-kr-b3c4-c6d0-b3d9,과외,general_tutor,"{'현재상태': True, '핵심문제·실제행동': True, '문제원인': True, '개선방법·변화기준': True, '글전개유형': True}",True,COMPLETE,region_tutor,region_subject|region_stage|region_stage_subject|region_school_type|region_school_type_subject|region_exam|region_exam_subject,content_source_ready,F-J are general tutor learning-state variables; blank variables are a normal future-content-update state.
대구,30,kr-b300-ad6c-kr-b300-ad6c-c911-ad6c-kr-b450-b958-b3d9,과외,general_tutor,"{'현재상태': True, '핵심문제·실제행동': True, '문제원인': True, '개선방법·변화기준': True, '글전개유형': True}",True,COMPLETE,region_tutor,region_subject|region_stage|region_stage_subject|region_school_type|region_school_type_subject|region_exam|region_exam_subject,content_source_ready,F-J are general tutor learning-state variables; blank variables are a normal future-content-update state.
대구,31,kr-b300-ad6c-kr-b300-ad6c-c911-ad6c-kr-bcf8-b3d9,과외,general_tutor,"{'현재상태': True, '핵심문제·실제행동': True, '문제원인': True, '개선방법·변화기준': True, '글전개유형': True}",True,COMPLETE,region_tutor,region_subject|region_stage|region_stage_subject|region_school_type|region_school_type_subject|region_exam|region_exam_subject,content_source_ready,F-J are general tutor learning-state variables; blank variables are a normal future-content-update state.
대구,32,kr-b300-ad6c-kr-b300-ad6c-c911-ad6c-kr-bcf8-b9ac-b3d9,과외,general_tutor,"{'현재상태': True, '핵심문제·실제행동': True, '문제원인': True, '개선방법·변화기준': True, '글전개유형': True}",True,COMPLETE,region_tutor,region_subject|region_stage|region_stage_subject|region_school_type|region_school_type_subject|region_exam|region_exam_subject,content_source_ready,F-J are general tutor learning-state variables; blank variables are a normal future-content-update state.
대구,33,kr-b300-ad6c-kr-b300-ad6c-c911-ad6c-kr-c0c1-c778-b3d9,과외,general_tutor,"{'현재상태': True, '핵심문제·실제행동': True, '문제원인': True, '개선방법·변화기준': True, '글전개유형': True}",True,COMPLETE,region_tutor,region_subject|region_stage|region_stage_subject|region_school_type|region_school_type_subject|region_exam|region_exam_subject,content_source_ready,F-J are general tutor learning-state variables; blank variables are a normal future-content-update state.
대구,34,kr-b300-ad6c-kr-b300-ad6c-c911-ad6c-kr-c131-b2f9-b3d9,과외,general_tutor,"{'현재상태': True, '핵심문제·실제행동': True, '문제원인': True, '개선방법·변화기준': True, '글전개유형': True}",True,COMPLETE,region_tutor,region_subject|region_stage|region_stage_subject|region_school_type|region_school_type_subject|region_exam|region_exam_subject,content_source_ready,F-J are general tutor learning-state variables; blank variables are a normal future-content-update state.
대구,35,kr-b300-ad6c-kr-b300-ad6c-c911-ad6c-kr-c1a1-d604-b3d9,과외,general_tutor,"{'현재상태': True, '핵심문제·실제행동': True, '문제원인': True, '개선방법·변화기준': True, '글전개유형': True}",True,COMPLETE,region_tutor,region_subject|region_stage|region_stage_subject|region_school_type|region_school_type_subject|region_exam|region_exam_subject,content_source_ready,F-J are general tutor learning-state variables; blank variables are a normal future-content-update state.
대구,36,kr-b300-ad6c-kr-b300-ad6c-c911-ad6c-kr-c2e0-b2f9-b3d9,과외,general_tutor,"{'현재상태': True, '핵심문제·실제행동': True, '문제원인': True, '개선방법·변화기준': True, '글전개유형': True}",True,COMPLETE,region_tutor,region_subject|region_stage|region_stage_subject|region_school_type|region_school_type_subject|region_exam|region_exam_subject,content_source_ready,F-J are general tutor learning-state variables; blank variables are a normal future-content-update state.
대구,37,kr-b300-ad6c-kr-b300-ad6c-c911-ad6c-kr-c6a9-c0b0-b3d9,과외,general_tutor,"{'현재상태': True, '핵심문제·실제행동': True, '문제원인': True, '개선방법·변화기준': True, '글전개유형': True}",True,COMPLETE,region_tutor,region_subject|region_stage|region_stage_subject|region_school_type|region_school_type_subject|region_exam|region_exam_subject,content_source_ready,F-J are general tutor learning-state variables; blank variables are a normal future-content-update state.
대구,38,kr-b300-ad6c-kr-b300-ad6c-c911-ad6c-kr-c6d4-c131-b3d9,과외,general_tutor,"{'현재상태': True, '핵심문제·실제행동': True, '문제원인': True, '개선방법·변화기준': True, '글전개유형': True}",True,COMPLETE,region_tutor,region_subject|region_stage|region_stage_subject|region_school_type|region_school_type_subject|region_exam|region_exam_subject,content_source_ready,F-J are general tutor learning-state variables; blank variables are a normal future-content-update state.
대구,39,kr-b300-ad6c-kr-b300-ad6c-c911-ad6c-kr-c720-cc9c-b3d9,과외,general_tutor,"{'현재상태': True, '핵심문제·실제행동': True, '문제원인': True, '개선방법·변화기준': True, '글전개유형': True}",True,COMPLETE,region_tutor,region_subject|region_stage|region_stage_subject|region_school_type|region_school_type_subject|region_exam|region_exam_subject,content_source_ready,F-J are general tutor learning-state variables; blank variables are a normal future-content-update state.
대구,40,kr-b300-ad6c-kr-b300-ad6c-c911-ad6c-kr-c774-ace1-b3d9,과외,general_tutor,"{'현재상태': True, '핵심문제·실제행동': True, '문제원인': True, '개선방법·변화기준': True, '글전개유형': True}",True,COMPLETE,region_tutor,region_subject|region_stage|region_stage_subject|region_school_type|region_school_type_subject|region_exam|region_exam_subject,content_source_ready,F-J are general tutor learning-state variables; blank variables are a normal future-content-update state.
대구,41,kr-b300-ad6c-kr-b300-ad6c-c911-ad6c-kr-c7a5-ae30-b3d9,과외,general_tutor,"{'현재상태': True, '핵심문제·실제행동': True, '문제원인': True, '개선방법·변화기준': True, '글전개유형': True}",True,COMPLETE,region_tutor,region_subject|region_stage|region_stage_subject|region_school_type|region_school_type_subject|region_exam|region_exam_subject,content_source_ready,F-J are general tutor learning-state variables; blank variables are a normal future-content-update state.
대구,42,kr-b300-ad6c-kr-b300-ad6c-c911-ad6c-kr-c8fd-c804-b3d9,과외,general_tutor,"{'현재상태': True, '핵심문제·실제행동': True, '문제원인': True, '개선방법·변화기준': True, '글전개유형': True}",True,COMPLETE,region_tutor,region_subject|region_stage|region_stage_subject|region_school_type|region_school_type_subject|region_exam|region_exam_subject,content_source_ready,F-J are general tutor learning-state variables; blank variables are a normal future-content-update state.
대구,43,kr-b300-ad6c-kr-b300-ad6c-c911-ad6c-kr-c9c4-cc9c-b3d9,과외,general_tutor,"{'현재상태': True, '핵심문제·실제행동': True, '문제원인': True, '개선방법·변화기준': True, '글전개유형': True}",True,COMPLETE,region_tutor,region_subject|region_stage|region_stage_subject|region_school_type|region_school_type_subject|region_exam|region_exam_subject,content_source_ready,F-J are general tutor learning-state variables; blank variables are a normal future-content-update state.
대구,44,kr-b300-ad6c-kr-b300-ad6c-c911-ad6c-kr-d654-c6d0-c74d,과외,general_tutor,"{'현재상태': True, '핵심문제·실제행동': True, '문제원인': True, '개선방법·변화기준': True, '글전개유형': True}",True,COMPLETE,region_tutor,region_subject|region_stage|region_stage_subject|region_school_type|region_school_type_subject|region_exam|region_exam_subject,content_source_ready,F-J are general tutor learning-state variables; blank variables are a normal future-content-update state.
대구,45,kr-b300-ad6c-kr-b300-ad6c-c911-ad6c-kr-b2e4-c0ac-c74d,과외,general_tutor,"{'현재상태': True, '핵심문제·실제행동': True, '문제원인': True, '개선방법·변화기준': True, '글전개유형': True}",True,COMPLETE,region_tutor,region_subject|region_stage|region_stage_subject|region_school_type|region_school_type_subject|region_exam|region_exam_subject,content_source_ready,F-J are general tutor learning-state variables; blank variables are a normal future-content-update state.
대구,46,kr-b300-ad6c-kr-b300-ad6c-c911-ad6c-kr-ac01-c0b0-b3d9,과외,general_tutor,"{'현재상태': True, '핵심문제·실제행동': True, '문제원인': True, '개선방법·변화기준': True, '글전개유형': True}",True,COMPLETE,region_tutor,region_subject|region_stage|region_stage_subject|region_school_type|region_school_type_subject|region_exam|region_exam_subject,content_source_ready,F-J are general tutor learning-state variables; blank variables are a normal future-content-update state.
대구,47,kr-b300-ad6c-kr-b300-ad6c-c911-ad6c-kr-ad34-c804-b3d9,과외,general_tutor,"{'현재상태': True, '핵심문제·실제행동': True, '문제원인': True, '개선방법·변화기준': True, '글전개유형': True}",True,COMPLETE,region_tutor,region_subject|region_stage|region_stage_subject|region_school_type|region_school_type_subject|region_exam|region_exam_subject,content_source_ready,F-J are general tutor learning-state variables; blank variables are a normal future-content-update state.
대구,48,kr-b300-ad6c-kr-b300-ad6c-c911-ad6c-kr-b300-ad6c-bd88-b85c-b3d9,과외,general_tutor,"{'현재상태': True, '핵심문제·실제행동': True, '문제원인': True, '개선방법·변화기준': True, '글전개유형': True}",True,COMPLETE,region_tutor,region_subject|region_stage|region_stage_subject|region_school_type|region_school_type_subject|region_exam|region_exam_subject,content_source_ready,F-J are general tutor learning-state variables; blank variables are a normal future-content-update state.
대구,49,kr-b300-ad6c-kr-b300-ad6c-c911-ad6c-kr-b300-b9bc-b3d9,과외,general_tutor,"{'현재상태': True, '핵심문제·실제행동': True, '문제원인': True, '개선방법·변화기준': True, '글전개유형': True}",True,COMPLETE,region_tutor,region_subject|region_stage|region_stage_subject|region_school_type|region_school_type_subject|region_exam|region_exam_subject,content_source_ready,F-J are general tutor learning-state variables; blank variables are a normal future-content-update state.
대구,50,kr-b300-ad6c-kr-b300-ad6c-c911-ad6c-kr-bd09-bb34-b3d9,과외,general_tutor,"{'현재상태': True, '핵심문제·실제행동': True, '문제원인': True, '개선방법·변화기준': True, '글전개유형': True}",True,COMPLETE,region_tutor,region_subject|region_stage|region_stage_subject|region_school_type|region_school_type_subject|region_exam|region_exam_subject,content_source_ready,F-J are general tutor learning-state variables; blank variables are a normal future-content-update state.
대구,51,kr-b300-ad6c-kr-b300-ad6c-c911-ad6c-kr-c0ac-bcf5-b3d9,과외,general_tutor,"{'현재상태': True, '핵심문제·실제행동': True, '문제원인': True, '개선방법·변화기준': True, '글전개유형': True}",True,COMPLETE,region_tutor,region_subject|region_stage|region_stage_subject|region_school_type|region_school_type_subject|region_exam|region_exam_subject,content_source_ready,F-J are general tutor learning-state variables; blank variables are a normal future-content-update state.
대구,52,kr-b300-ad6c-kr-b300-ad6c-c911-ad6c-kr-c2e0-c11c-b3d9,과외,general_tutor,"{'현재상태': True, '핵심문제·실제행동': True, '문제원인': True, '개선방법·변화기준': True, '글전개유형': True}",True,COMPLETE,region_tutor,region_subject|region_stage|region_stage_subject|region_school_type|region_school_type_subject|region_exam|region_exam_subject,content_source_ready,F-J are general tutor learning-state variables; blank variables are a normal future-content-update state.
대구,53,kr-b300-ad6c-kr-b300-ad6c-c911-ad6c-kr-c2e0-ae30-b3d9,과외,general_tutor,"{'현재상태': True, '핵심문제·실제행동': True, '문제원인': True, '개선방법·변화기준': True, '글전개유형': True}",True,COMPLETE,region_tutor,region_subject|region_stage|region_stage_subject|region_school_type|region_school_type_subject|region_exam|region_exam_subject,content_source_ready,F-J are general tutor learning-state variables; blank variables are a normal future-content-update state.
대구,54,kr-b300-ad6c-kr-b300-ad6c-c911-ad6c-kr-c2e0-cc9c-b3d9,과외,general_tutor,"{'현재상태': True, '핵심문제·실제행동': True, '문제원인': True, '개선방법·변화기준': True, '글전개유형': True}",True,COMPLETE,region_tutor,region_subject|region_stage|region_stage_subject|region_school_type|region_school_type_subject|region_exam|region_exam_subject,content_source_ready,F-J are general tutor learning-state variables; blank variables are a normal future-content-update state.
대구,55,kr-b300-ad6c-kr-b300-ad6c-c911-ad6c-kr-c2e0-c554-b3d9,과외,general_tutor,"{'현재상태': True, '핵심문제·실제행동': True, '문제원인': True, '개선방법·변화기준': True, '글전개유형': True}",True,COMPLETE,region_tutor,region_subject|region_stage|region_stage_subject|region_school_type|region_school_type_subject|region_exam|region_exam_subject,content_source_ready,F-J are general tutor learning-state variables; blank variables are a normal future-content-update state.
대구,56,kr-b300-ad6c-kr-b300-ad6c-c911-ad6c-kr-c728-c554-b3d9,과외,general_tutor,"{'현재상태': True, '핵심문제·실제행동': True, '문제원인': True, '개선방법·변화기준': True, '글전개유형': True}",True,COMPLETE,region_tutor,region_subject|region_stage|region_stage_subject|region_school_type|region_school_type_subject|region_exam|region_exam_subject,content_source_ready,F-J are general tutor learning-state variables; blank variables are a normal future-content-update state.
대구,57,kr-b300-ad6c-kr-b300-ad6c-c911-ad6c-kr-c728-d558-b3d9,과외,general_tutor,"{'현재상태': True, '핵심문제·실제행동': True, '문제원인': True, '개선방법·변화기준': True, '글전개유형': True}",True,COMPLETE,region_tutor,region_subject|region_stage|region_stage_subject|region_school_type|region_school_type_subject|region_exam|region_exam_subject,content_source_ready,F-J are general tutor learning-state variables; blank variables are a normal future-content-update state.
대구,58,kr-b300-ad6c-kr-b300-ad6c-c911-ad6c-kr-c9c0-bb18-b3d9,과외,general_tutor,"{'현재상태': True, '핵심문제·실제행동': True, '문제원인': True, '개선방법·변화기준': True, '글전개유형': True}",True,COMPLETE,region_tutor,region_subject|region_stage|region_stage_subject|region_school_type|region_school_type_subject|region_exam|region_exam_subject,content_source_ready,F-J are general tutor learning-state variables; blank variables are a normal future-content-update state.
대구,59,kr-b300-ad6c-kr-b300-ad6c-c911-ad6c-kr-d6a8-baa9-b3d9,과외,general_tutor,"{'현재상태': True, '핵심문제·실제행동': True, '문제원인': True, '개선방법·변화기준': True, '글전개유형': True}",True,COMPLETE,region_tutor,region_subject|region_stage|region_stage_subject|region_school_type|region_school_type_subject|region_exam|region_exam_subject,content_source_ready,F-J are general tutor learning-state variables; blank variables are a normal future-content-update state.
대구,60,kr-b300-ad6c-kr-b300-ad6c-c911-ad6c-kr-b3d9-d638-b3d9,과외,general_tutor,"{'현재상태': True, '핵심문제·실제행동': True, '문제원인': True, '개선방법·변화기준': True, '글전개유형': True}",True,COMPLETE,region_tutor,region_subject|region_stage|region_stage_subject|region_school_type|region_school_type_subject|region_exam|region_exam_subject,content_source_ready,F-J are general tutor learning-state variables; blank variables are a normal future-content-update state.
대구,61,kr-b300-ad6c-kr-b300-ad6c-c911-ad6c-kr-be44-c0b0-b3d9,과외,general_tutor,"{'현재상태': True, '핵심문제·실제행동': True, '문제원인': True, '개선방법·변화기준': True, '글전개유형': True}",True,COMPLETE,region_tutor,region_subject|region_stage|region_stage_subject|region_school_type|region_school_type_subject|region_exam|region_exam_subject,content_source_ready,F-J are general tutor learning-state variables; blank variables are a normal future-content-update state.
대구,62,kr-b300-ad6c-kr-b300-ad6c-c911-ad6c-kr-d3c9-b9ac-b3d9,과외,general_tutor,"{'현재상태': True, '핵심문제·실제행동': True, '문제원인': True, '개선방법·변화기준': True, '글전개유형': True}",True,COMPLETE,region_tutor,region_subject|region_stage|region_stage_subject|region_school_type|region_school_type_subject|region_exam|region_exam_subject,content_source_ready,F-J are general tutor learning-state variables; blank variables are a normal future-content-update state.
대구,63,kr-b300-ad6c-kr-b300-ad6c-c911-ad6c-kr-c6d0-b300-b3d9,과외,general_tutor,"{'현재상태': True, '핵심문제·실제행동': True, '문제원인': True, '개선방법·변화기준': True, '글전개유형': True}",True,COMPLETE,region_tutor,region_subject|region_stage|region_stage_subject|region_school_type|region_school_type_subject|region_exam|region_exam_subject,content_source_ready,F-J are general tutor learning-state variables; blank variables are a normal future-content-update state.
대구,64,kr-b300-ad6c-kr-b300-ad6c-c911-ad6c-kr-ac00-cc9c-b3d9,과외,general_tutor,"{'현재상태': True, '핵심문제·실제행동': True, '문제원인': True, '개선방법·변화기준': True, '글전개유형': True}",True,COMPLETE,region_tutor,region_subject|region_stage|region_stage_subject|region_school_type|region_school_type_subject|region_exam|region_exam_subject,content_source_ready,F-J are general tutor learning-state variables; blank variables are a normal future-content-update state.
대구,65,kr-b300-ad6c-kr-b300-ad6c-c911-ad6c-kr-ace0-baa8-b3d9,과외,general_tutor,"{'현재상태': True, '핵심문제·실제행동': True, '문제원인': True, '개선방법·변화기준': True, '글전개유형': True}",True,COMPLETE,region_tutor,region_subject|region_stage|region_stage_subject|region_school_type|region_school_type_subject|region_exam|region_exam_subject,content_source_ready,F-J are general tutor learning-state variables; blank variables are a normal future-content-update state.
대구,66,kr-b300-ad6c-kr-b300-ad6c-c911-ad6c-kr-b178-bcc0-b3d9,과외,general_tutor,"{'현재상태': True, '핵심문제·실제행동': True, '문제원인': True, '개선방법·변화기준': True, '글전개유형': True}",True,COMPLETE,region_tutor,region_subject|region_stage|region_stage_subject|region_school_type|region_school_type_subject|region_exam|region_exam_subject,content_source_ready,F-J are general tutor learning-state variables; blank variables are a normal future-content-update state.
